# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.1 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2019-03-05T00:00:00.0
# Date end (ISO 8601): 2019-03-19T00:00:00.0
# Latitude (positive North, ISO 19115): 36.7076
# Longitude (positive East, ISO 19115): 113.9000
# Altitude (m): 471.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2021-08-23
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2019-03-17T01:15:00.0/2019-03-17T01:30:00.0;180.4161;119.4762;72.1801;47.2961;137.6616
2019-03-17T01:30:00.0/2019-03-17T01:45:00.0;193.3588;130.7226;80.6359;50.0866;143.5050
2019-03-17T01:45:00.0/2019-03-17T02:00:00.0;205.4497;141.3118;88.6700;52.6419;148.5238
2019-03-17T02:00:00.0/2019-03-17T02:15:00.0;216.6369;151.1650;96.1907;54.9744;152.8063
2019-03-17T02:15:00.0/2019-03-17T02:30:00.0;226.8728;160.2135;103.1189;57.0946;156.4257
2019-03-17T02:30:00.0/2019-03-17T02:45:00.0;236.1134;168.3975;109.3862;59.0113;159.4418
2019-03-17T02:45:00.0/2019-03-17T03:00:00.0;244.3191;175.6652;114.9340;60.7312;161.9036
2019-03-17T03:00:00.0/2019-03-17T03:15:00.0;251.4551;181.7800;119.2898;62.4902;163.2744
2019-03-17T03:15:00.0/2019-03-17T03:30:00.0;257.4907;186.7477;122.7138;64.0339;164.0233
2019-03-17T03:30:00.0/2019-03-17T03:45:00.0;262.4001;190.6977;125.3935;65.3042;164.4692
2019-03-17T03:45:00.0/2019-03-17T04:00:00.0;266.1623;193.5897;127.1894;66.4002;164.4664
2019-03-17T04:00:00.0/2019-03-17T04:15:00.0;268.7614;195.4075;128.0920;67.3155;164.0311
2019-03-17T04:15:00.0/2019-03-17T04:30:00.0;270.1862;196.1406;128.0987;68.0419;163.1735
2019-03-17T04:30:00.0/2019-03-17T04:45:00.0;270.4308;195.7848;127.2145;68.5703;161.8994
2019-03-17T04:45:00.0/2019-03-17T05:00:00.0;269.4940;194.3415;125.4518;68.8896;160.2094
2019-03-17T05:00:00.0/2019-03-17T05:15:00.0;267.3801;191.8184;122.8304;68.9879;158.0998
2019-03-17T05:15:00.0/2019-03-17T05:30:00.0;264.0982;188.2296;119.3780;68.8517;155.5631
2019-03-17T05:30:00.0/2019-03-17T05:45:00.0;259.6623;183.5959;115.1298;68.4660;152.5875
2019-03-17T05:45:00.0/2019-03-17T06:00:00.0;254.0916;177.9448;110.1297;67.8150;149.1573
2019-03-17T06:00:00.0/2019-03-17T06:15:00.0;247.4101;170.9943;103.8933;67.1011;144.5033
2019-03-17T06:15:00.0/2019-03-17T06:30:00.0;239.6463;162.8021;96.5293;66.2728;138.6051
2019-03-17T06:30:00.0/2019-03-17T06:45:00.0;230.8338;153.8111;88.6708;65.1403;132.1754
2019-03-17T06:45:00.0/2019-03-17T07:00:00.0;221.0102;144.0644;80.4171;63.6473;125.1925
2019-03-17T07:00:00.0/2019-03-17T07:15:00.0;210.2178;133.5972;71.8847;61.7125;117.6454
2019-03-17T07:15:00.0/2019-03-17T07:30:00.0;198.5029;122.5001;63.1960;59.3041;109.5183
2019-03-17T07:30:00.0/2019-03-17T07:45:00.0;185.9158;110.8796;54.4862;56.3934;100.8035
2019-03-17T07:45:00.0/2019-03-17T08:00:00.0;172.5105;98.8609;45.9037;52.9572;91.5078
2019-03-17T08:00:00.0/2019-03-17T08:15:00.0;158.3444;86.5919;37.6097;48.9822;81.6607
2019-03-17T08:15:00.0/2019-03-17T08:30:00.0;143.4784;74.2482;29.7769;44.4712;71.3265
2019-03-17T08:30:00.0/2019-03-17T08:45:00.0;127.9762;62.0369;22.5850;39.4520;60.6196
2019-03-17T08:45:00.0/2019-03-17T09:00:00.0;111.9043;50.1994;16.2122;33.9872;49.7229
2019-03-17T09:00:00.0/2019-03-17T09:15:00.0;95.3317;39.2739;11.0844;28.1895;39.8825
2019-03-17T09:15:00.0/2019-03-17T09:30:00.0;78.3294;29.3735;7.0934;22.2801;31.0005
2019-03-17T09:30:00.0/2019-03-17T09:45:00.0;60.9703;20.4062;3.9673;16.4389;22.1848
2019-03-17T09:45:00.0/2019-03-17T10:00:00.0;43.3289;12.6108;1.7734;10.8374;13.8117
2019-03-17T10:00:00.0/2019-03-17T10:15:00.0;25.4808;6.2077;0.5018;5.7059;6.3820
2019-03-17T10:15:00.0/2019-03-17T10:30:00.0;7.5437;1.4773;0.0355;1.4418;0.9241
2019-03-17T10:30:00.0/2019-03-17T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T10:45:00.0/2019-03-17T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T11:00:00.0/2019-03-17T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T11:15:00.0/2019-03-17T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T11:30:00.0/2019-03-17T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T11:45:00.0/2019-03-17T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T12:00:00.0/2019-03-17T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T12:15:00.0/2019-03-17T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T12:30:00.0/2019-03-17T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T12:45:00.0/2019-03-17T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T13:00:00.0/2019-03-17T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T13:15:00.0/2019-03-17T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T13:30:00.0/2019-03-17T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T13:45:00.0/2019-03-17T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T14:00:00.0/2019-03-17T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T14:15:00.0/2019-03-17T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T14:30:00.0/2019-03-17T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T14:45:00.0/2019-03-17T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T15:00:00.0/2019-03-17T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T15:15:00.0/2019-03-17T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T15:30:00.0/2019-03-17T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T15:45:00.0/2019-03-17T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T16:00:00.0/2019-03-17T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T16:15:00.0/2019-03-17T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T16:30:00.0/2019-03-17T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T16:45:00.0/2019-03-17T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T17:00:00.0/2019-03-17T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T17:15:00.0/2019-03-17T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T17:30:00.0/2019-03-17T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T17:45:00.0/2019-03-17T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T18:00:00.0/2019-03-17T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T18:15:00.0/2019-03-17T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T18:30:00.0/2019-03-17T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T18:45:00.0/2019-03-17T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T19:00:00.0/2019-03-17T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T19:15:00.0/2019-03-17T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T19:30:00.0/2019-03-17T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T19:45:00.0/2019-03-17T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T20:00:00.0/2019-03-17T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T20:15:00.0/2019-03-17T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T20:30:00.0/2019-03-17T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T20:45:00.0/2019-03-17T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T21:00:00.0/2019-03-17T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T21:15:00.0/2019-03-17T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T21:30:00.0/2019-03-17T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T21:45:00.0/2019-03-17T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T22:00:00.0/2019-03-17T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T22:15:00.0/2019-03-17T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-17T22:30:00.0/2019-03-17T22:45:00.0;3.0614;0.6164;0.0095;0.6069;0.2944
2019-03-17T22:45:00.0/2019-03-17T23:00:00.0;19.5589;4.9056;0.3547;4.5509;5.6402
2019-03-17T23:00:00.0/2019-03-17T23:15:00.0;37.4899;11.4876;1.6579;9.8297;14.8029
2019-03-17T23:15:00.0/2019-03-17T23:30:00.0;55.2422;19.8235;4.2101;15.6134;25.9083
2019-03-17T23:30:00.0/2019-03-17T23:45:00.0;72.7400;29.5971;8.0463;21.5509;37.8147
2019-03-17T23:45:00.0/2019-03-18T00:00:00.0;89.9083;40.4687;13.0534;27.4153;49.7598
2019-03-18T00:00:00.0/2019-03-18T00:15:00.0;106.6738;52.0480;18.9778;33.0702;61.0617
2019-03-18T00:15:00.0/2019-03-18T00:30:00.0;122.9644;64.0046;25.5552;38.4494;71.3859
2019-03-18T00:30:00.0/2019-03-18T00:45:00.0;138.7105;76.1237;32.6152;43.5085;80.8029
2019-03-18T00:45:00.0/2019-03-18T01:00:00.0;153.8447;88.1918;39.9663;48.2255;89.3014
2019-03-18T01:00:00.0/2019-03-18T01:15:00.0;168.3023;100.0332;47.4397;52.5934;96.9138
2019-03-18T01:15:00.0/2019-03-18T01:30:00.0;182.0213;111.5022;54.8878;56.6144;103.6923
2019-03-18T01:30:00.0/2019-03-18T01:45:00.0;194.9431;122.4772;62.1815;60.2957;109.6953
2019-03-18T01:45:00.0/2019-03-18T02:00:00.0;207.0124;132.8551;69.2079;63.6472;114.9805
2019-03-18T02:00:00.0/2019-03-18T02:15:00.0;218.1774;142.5477;75.8680;66.6798;119.6010
2019-03-18T02:15:00.0/2019-03-18T02:30:00.0;228.3904;151.4791;82.0749;69.4042;123.6045
2019-03-18T02:30:00.0/2019-03-18T02:45:00.0;237.6078;159.5836;87.7532;71.8304;127.0327
2019-03-18T02:45:00.0/2019-03-18T03:00:00.0;245.7901;166.8047;92.8375;73.9672;129.9213
2019-03-18T03:00:00.0/2019-03-18T03:15:00.0;252.9023;173.0203;97.1026;75.9176;132.0712
2019-03-18T03:15:00.0/2019-03-18T03:30:00.0;258.9140;178.1896;100.4921;77.6975;133.5086
2019-03-18T03:30:00.0/2019-03-18T03:45:00.0;263.7994;182.3536;103.1363;79.2173;134.4843
2019-03-18T03:45:00.0/2019-03-18T04:00:00.0;267.5379;185.4862;105.0104;80.4758;135.0147
2019-03-18T04:00:00.0/2019-03-18T04:15:00.0;270.1133;187.5677;106.0976;81.4701;135.1115
2019-03-18T04:15:00.0/2019-03-18T04:30:00.0;271.5148;188.5846;106.3889;82.1957;134.7825
2019-03-18T04:30:00.0/2019-03-18T04:45:00.0;271.7364;188.5298;105.8834;82.6464;134.0317
2019-03-18T04:45:00.0/2019-03-18T05:00:00.0;270.7772;187.4024;104.5878;82.8146;132.8593
2019-03-18T05:00:00.0/2019-03-18T05:15:00.0;268.6414;185.2077;102.5168;82.6909;131.2623
2019-03-18T05:15:00.0/2019-03-18T05:30:00.0;265.3382;181.9577;99.6935;82.2642;129.2344
2019-03-18T05:30:00.0/2019-03-18T05:45:00.0;260.8820;177.6710;96.1490;81.5220;126.7661
2019-03-18T05:45:00.0/2019-03-18T06:00:00.0;255.2917;172.3731;91.9229;80.4502;123.8453
2019-03-18T06:00:00.0/2019-03-18T06:15:00.0;248.5915;166.2534;87.4585;78.7949;121.0056
2019-03-18T06:15:00.0/2019-03-18T06:30:00.0;240.8102;159.3499;82.7765;76.5735;118.2248
2019-03-18T06:30:00.0/2019-03-18T06:45:00.0;231.9811;151.5525;77.5212;74.0313;114.9287
2019-03-18T06:45:00.0/2019-03-18T07:00:00.0;222.1422;142.9172;71.7568;71.1604;111.0893
2019-03-18T07:00:00.0/2019-03-18T07:15:00.0;211.3358;133.5098;65.5575;67.9522;106.6754
2019-03-18T07:15:00.0/2019-03-18T07:30:00.0;199.6082;123.4066;59.0086;64.3980;101.6525
2019-03-18T07:30:00.0/2019-03-18T07:45:00.0;187.0096;112.6967;52.2067;60.4899;95.9840
2019-03-18T07:45:00.0/2019-03-18T08:00:00.0;173.5943;101.4835;45.2613;56.2222;89.6328
2019-03-18T08:00:00.0/2019-03-18T08:15:00.0;159.4197;89.8887;38.2955;51.5932;82.5652
2019-03-18T08:15:00.0/2019-03-18T08:30:00.0;144.5467;78.0566;31.4478;46.6088;74.7570
2019-03-18T08:30:00.0/2019-03-18T08:45:00.0;129.0390;66.1590;24.8724;41.2866;66.2038
2019-03-18T08:45:00.0/2019-03-18T09:00:00.0;112.9631;54.4010;18.7391;35.6619;56.9391
2019-03-18T09:00:00.0/2019-03-18T09:15:00.0;96.3881;43.1375;13.3265;29.8110;47.4146
2019-03-18T09:15:00.0/2019-03-18T09:30:00.0;79.3850;32.5670;8.7156;23.8514;37.5774
2019-03-18T09:30:00.0/2019-03-18T09:45:00.0;62.0266;22.8340;4.9644;17.8695;27.2851
2019-03-18T09:45:00.0/2019-03-18T10:00:00.0;44.3876;14.2579;2.2586;11.9993;17.1755
2019-03-18T10:00:00.0/2019-03-18T10:15:00.0;26.5434;7.1728;0.6674;6.5055;8.2007
2019-03-18T10:15:00.0/2019-03-18T10:30:00.0;8.5598;1.8762;0.0626;1.8136;1.5605
2019-03-18T10:30:00.0/2019-03-18T10:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T10:45:00.0/2019-03-18T11:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T11:00:00.0/2019-03-18T11:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T11:15:00.0/2019-03-18T11:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T11:30:00.0/2019-03-18T11:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T11:45:00.0/2019-03-18T12:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T12:00:00.0/2019-03-18T12:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T12:15:00.0/2019-03-18T12:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T12:30:00.0/2019-03-18T12:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T12:45:00.0/2019-03-18T13:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T13:00:00.0/2019-03-18T13:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T13:15:00.0/2019-03-18T13:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T13:30:00.0/2019-03-18T13:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T13:45:00.0/2019-03-18T14:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T14:00:00.0/2019-03-18T14:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T14:15:00.0/2019-03-18T14:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T14:30:00.0/2019-03-18T14:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T14:45:00.0/2019-03-18T15:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T15:00:00.0/2019-03-18T15:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T15:15:00.0/2019-03-18T15:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T15:30:00.0/2019-03-18T15:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T15:45:00.0/2019-03-18T16:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T16:00:00.0/2019-03-18T16:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T16:15:00.0/2019-03-18T16:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T16:30:00.0/2019-03-18T16:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T16:45:00.0/2019-03-18T17:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T17:00:00.0/2019-03-18T17:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T17:15:00.0/2019-03-18T17:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T17:30:00.0/2019-03-18T17:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T17:45:00.0/2019-03-18T18:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T18:00:00.0/2019-03-18T18:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T18:15:00.0/2019-03-18T18:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T18:30:00.0/2019-03-18T18:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T18:45:00.0/2019-03-18T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T19:00:00.0/2019-03-18T19:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T19:15:00.0/2019-03-18T19:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T19:30:00.0/2019-03-18T19:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T19:45:00.0/2019-03-18T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T20:00:00.0/2019-03-18T20:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T20:15:00.0/2019-03-18T20:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T20:30:00.0/2019-03-18T20:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T20:45:00.0/2019-03-18T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T21:00:00.0/2019-03-18T21:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T21:15:00.0/2019-03-18T21:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T21:30:00.0/2019-03-18T21:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T21:45:00.0/2019-03-18T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T22:00:00.0/2019-03-18T22:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T22:15:00.0/2019-03-18T22:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2019-03-18T22:30:00.0/2019-03-18T22:45:00.0;4.2014;0.9816;0.0343;0.9473;0.9752
2019-03-18T22:45:00.0/2019-03-18T23:00:00.0;21.3172;6.1193;0.3562;5.7631;5.2941
2019-03-18T23:00:00.0/2019-03-18T23:15:00.0;39.2377;13.7394;1.8464;11.8930;15.6658
2019-03-18T23:15:00.0/2019-03-18T23:30:00.0;56.9782;23.4363;5.1937;18.2426;30.9176
2019-03-18T23:30:00.0/2019-03-18T23:45:00.0;74.4627;34.7293;10.3970;24.3323;47.6811
2019-03-18T23:45:00.0/2019-03-19T00:00:00.0;91.6164;47.1080;17.1596;29.9483;64.1506
